SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Papp(PAMPA)(qualitative),pH,UNIT {pH},Temperature,UNIT {Temperature},comment (chemical)
C1=CN2C(=O)N(N=C2C=C1)CCCN3CCN(C4=CC=CC(Cl)=C4)CC3,19794-93-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1419,Trazodone,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,124-94-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1429,triamcinolone,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=NC=C(C(=N1)N)CC2=CC(OC)=C(OC)C(OC)=C2,738-70-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1432,Trimethoprim,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1NC2=CC=CC=C2C1C(=O)OC3CC4N(C)C(CC4)C3,89565-68-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1437,Tropisetron,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C(N(C(=O)CCCC)CC1=CC=C(C=C1)C2=CC=CC=C2C=3N=NNN3)C(C)C,137862-53-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1447,Valsartan,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(C(=O)OC2=CC=CC=C12)C(C3=CC=CC=C3)CC(=O)C,81-81-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1452,Warfarin,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC(=CC(OC)=C1OC)CCN(C)CCCC(C#N)(C2=CC=C(OC)C(OC)=C2)C(C)C,52-53-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1456,Verapamil,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC=1C=CC=C2C=CC=NC12,148-24-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1,8-HYDROXYQUINOLINE,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=C(NC(=O)CCC)C=C1C(=O)C)CNC(C)C,37517-30-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",6,Acebutolol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C)C1=CC=CC=C1,103-84-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",13,acetanilide,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C=CC1=NC(=CC=C1)C(=CCN2CCCC2)C3=CC=C(C=C3)C,87848-99-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",21,acrivastine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC=1N=C(N=C2C=C(OC)C(OC)=CC12)N(C)CCCNC(=O)C3OCCC3,81403-80-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",28,alfuzosin,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C(N1)CN2C(=O)C3=C(N(C4=CC=CC=C34)C)CC2)C,122852-42-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",32,alosetron,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CC=C(N)C=C1O,65-49-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",36,Aminosalicylic acid,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C(NC=2C=CN=C3C=C(Cl)C=CC23)C=C1CN(CC)CC,86-42-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",42,amodiaquine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)CC3=CC=CC=C3)C=C1C(F)(F)F,73-48-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",52,bendroflumethiazide,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)C(=O)OCC,94-09-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",57,Benzocaine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C1=NCCN1)C2=CC=C3N=CC=NC3=C2Br,59803-98-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",62,BRIMONIDINE,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1C(OC(C)C1O)N2C=C(F)C(=NC2=O)NC(=O)OCCCCC,154361-50-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",68,CAPECITABINE,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CC=C1)N(CC2=CC=C(Cl)C=C2)CCN(C)C,59-32-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",73,Chloropyramine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=O)OC2=CC=C(Cl)C=C12,95-25-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",80,Chlorzoxazone,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1(NC(=O)C2=CC=CC=C12)C3=CC=C(Cl)C(=C3)S(=O)(=O)N,77-36-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",89,Chlorthalidone,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
ON1C(C=C(C=C1C2CCCCC2)C)=O,29342-05-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",92,Ciclopirox,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC2=CC=CC=C2OC1=O,91-64-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",101,Coumarin,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C(=C1C2=CC=CC=C2C=CC3=CC=CC=C13)CCN(C)C,303-53-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",103,cyclobenzaprine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2C(=C1)C=CC3=CC=CC=C3C2=C4CCN(C)CC4,129-03-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",108,Cyproheptadine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(N(C=CC1=O)C)C,30652-11-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",114,deferiprone,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCN(C1=NC(N2CCCCC2)=C3N=C(N=C(N4CCCCC4)C3=N1)N(CCO)CCO)CCO,58-32-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",120,dipyridamole,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C(C=C1)CN2CCC(CC3C(=O)C4=CC(OC)=C(OC)C=C4C3)CC2,120014-06-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",127,Donepezil,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=NC(NCC2=CC=C(F)C=C2)=CC=C1NC(=O)OCC,56995-20-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",135,Flupirtine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1C=CC23C4=C(OC2C1)C(OC)=CC=C4CN(C)CC3,357-70-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",140,Galantamine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C1=NN(C2=CC=CC=C12)C)C3CC4N(C)C(CCC4)C3,109889-09-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",148,granisetron,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC(O)=C2C(=O)CC(OC2=C1)C3=CC=C(OC)C(O)=C3,520-33-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",155,Hesperetin,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,50-23-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",161,Hydrocortisone,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)CC1=CC=C2OCC3=CC=CC=C3C(=O)C2=C1,55453-87-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",165,Isoxepac,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN2C3=C(OCC2C)C(N4CCN(C)CC4)=C(F)C=C3C1=O,100986-85-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",171,levofloxacin,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(N=C(C#N)C#N)C1=CC=C(C=C1)C2=NNC(=O)CC2C,141505-33-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",176,Levosimendan,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N=C(N3CCN(C)CC3)C4=CC(Cl)=CC=C4OC2=C1,02/10/1977,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",185,Loxapine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C)CCC1=CNC2=CC=C(OC)C=C12,73-31-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",187,Melatonin,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=C(C(=O)C2=CC=CC=C2C1=O)C,58-27-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",194,menadione,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C1N(C)CCCC1)C2=C(C=CC=C2C)C,96-88-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",198,Mepivacaine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=NC(=CC(N)=[N+]1[O-])N2CCCCC2,38304-91-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",205,Minoxidil,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C2C(=O)OCC2=C(C(OC)=C1CC=C(C)CCC(=O)OCCN3CCOCC3)C,128794-94-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",213,Mycophenolate mofetil,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(C#N)=C(C(=O)OC)C(C(C(=O)OC(C)C)=C1C)C2=CC=CC(=C2)[N+]([O-])=O,75530-68-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",220,nilvadipine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(NCCSCC=1N=C(SC1)CN(C)C)=C[N+]([O-])=O)C,76963-41-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",224,nizatidine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=O)N(N=CC=2OC(=CC2)[N+]([O-])=O)CC1=O,67-20-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",231,nitrofurantoin,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1OCCCC)C(=O)OCCN(CC)CC,99-43-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",238,Oxybuprocaine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=NC(N)=C(N=NC2=CC=CC=C2)C=C1,94-78-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",245,Phenazopyridine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=CC=C1,108-95-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",250,Phenol,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)OC1=CC=C2N(C)C3N(C)CCC3(C2=C1)C)C,57-47-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",254,physostigmine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C(NCCC)C)C1=CC=CC=C1C,721-50-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",260,prilocaine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NCCCC(NC=1C=C(OC)C=C2C=CC=NC12)C,90-34-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",265,Primaquine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)C(=O)NCCN(CC)CC,51-06-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",270,Procainamide,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(NCC1=CC=C(C=C1)C(=O)NC(C)C)C,671-16-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",277,procarbazine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC(=CC=C1OCCC)C(=O)OCCN(CC)CC,499-67-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",282,Proparacaine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=S)C1=CC=NC(=C1)CCC,14222-60-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",288,Protionamide,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(N=CC(=C1C=O)CO)C,66-72-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",298,PYRIDOXAL,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=CC=C1C(=O)N,65-45-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",302,salicylamide,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,116-43-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",311,Succinylsulfathiazole,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NS(=O)(=O)C1=CC=C(OC)C(=C1)C(=O)NCC2N(CC)CCC2,15676-16-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",317,sulpiride,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=O)OCC1CC2=CC=C3NC=C(C3=C2)CCN(C)C,139264-17-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",321,zolmitriptan,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NS(=O)(=O)C1=CC(=CC=C1OC)CC(NCCOC2=CC=CC=C2OCC)C,106133-20-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",327,tamsulosin,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)CC1=CC=C(C(=O)C2=CC=C(C=C2)C)N1C,26171-23-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",333,tolmetin,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)C(Cl)Cl)C=C1Cl,133-67-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",339,trichlormethiazide,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CC=C1)N(CC2=CC=CC=C2)CCN(C)C,91-81-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",345,Tripelennamine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
